,mobile_names,asin,body,star
305,redmi note 9 pebble grey 4gb ram 64gb storage 48mp quad camera full hd display,B086977TR6, totally impressed built looks 13k thought getting realme 6i stocks barely lastso decided get phone phone great smooth gaming experience also good good g90tg85 decent processor great daily life performanceif 12k budget go itor 13krealme 6i 14k go poco m2 scarlet red looks stunning,5
306,redmi note 9 pebble grey 4gb ram 64gb storage 48mp quad camera full hd display,B086977TR6, awesome product value money best segmentfor normal usage one best long battery life compared smartphonescamera ok pricecharging comparitively slow takes 2 2 half hrs get full charged overall best price ,5
307,redmi note 9 pebble grey 4gb ram 64gb storage 48mp quad camera full hd display,B086977TR6, mobile phone screen issue completely black wall paper black background theres permanent white dot like screen defective screen requested replacement soon device replaced although device preety average ram management goodgo snapdragon rather mediatekpubg lags sometimes medium settings theres ton preloaded apps apps cannot uninstallthere several options market xiaomi sochoose device wisely,3
308,redmi note 9 pebble grey 4gb ram 64gb storage 48mp quad camera full hd display,B086977TR6, nice phone smooth performance charge service decent screen quality superb sound ok body vibration issue speaker mode time calling body vibration present notification light overall decent performance price phone support 18 watt fast charge charger support 225 watt,4
309,redmi note 9 pebble grey 4gb ram 64gb storage 48mp quad camera full hd display,B086977TR6, hi writing review post usage 7 days1 dsiplay perfect better samsung m21 similar price range display full hd whereas counter parts offering that2 camera scores counter parts whereas much variations available selfie fantastic price3 specifications less similar mi note 8 except processor helios g85 one whereas qualcomm note 8 ie 6254 note 8 4k video capture option latest note 95 battery stays long promised gamer battery lasts day half6 p2i protection towards splash note 87 conclude shall recommend phone brands available good pricethanks reading god bless enjoy,5
310,redmi note 9 pebble grey 4gb ram 64gb storage 48mp quad camera full hd display,B086977TR6, good phonedecent look looks stylishcamera battery quality super goodgood phone range delivery service good,5
311,redmi note 9 pebble grey 4gb ram 64gb storage 48mp quad camera full hd display,B086977TR6, dont buy 10 to15 mins gaming phone lagging much,1
312,redmi note 9 pebble grey 4gb ram 64gb storage 48mp quad camera full hd display,B086977TR6, good phone stopped working time didnt suggest,2
313,redmi note 9 pebble grey 4gb ram 64gb storage 48mp quad camera full hd display,B086977TR6, worst product expected even month ut hangs much front camera worst first look good nothing else dont go redmi note 8 even note 5 much better completely disappointed ,2
314,redmi note 9 pebble grey 4gb ram 64gb storage 48mp quad camera full hd display,B086977TR6, product review usage 3 monthsconsif bought mobile cant exchange tried able exchange deviceplease check clicking exchange option take decisionnow understand mobilegaming mobile heating lagging playing high graphics gamebattery 5020mah battery moderate performfor charging take 24 hrs per day 0 100macro camera useless featurefront rear camera good compare realme 6000rs mobile cameraui fine consuming rammany preinstalled application could able delete mi appi suggest please buy brand dont waste money like,2
315,redmi note 9 pebble grey 4gb ram 64gb storage 48mp quad camera full hd display,B086977TR6, totally impressed built looks 13k thought getting realme 6i stocks barely lastso decided get phone phone great smooth gaming experience also good good g90tg85 decent processor great daily life performanceif 12k budget go itor 13krealme 6i 14k go poco m2 scarlet red looks stunning,5
316,redmi note 9 pebble grey 4gb ram 64gb storage 48mp quad camera full hd display,B086977TR6, awesome product value money best segmentfor normal usage one best long battery life compared smartphonescamera ok pricecharging comparitively slow takes 2 2 half hrs get full charged overall best price ,5
317,redmi note 9 pebble grey 4gb ram 64gb storage 48mp quad camera full hd display,B086977TR6, mobile phone screen issue completely black wall paper black background theres permanent white dot like screen defective screen requested replacement soon device replaced although device preety average ram management goodgo snapdragon rather mediatekpubg lags sometimes medium settings theres ton preloaded apps apps cannot uninstallthere several options market xiaomi sochoose device wisely,3
318,redmi note 9 pebble grey 4gb ram 64gb storage 48mp quad camera full hd display,B086977TR6, nice phone smooth performance charge service decent screen quality superb sound ok body vibration issue speaker mode time calling body vibration present notification light overall decent performance price phone support 18 watt fast charge charger support 225 watt,4
319,redmi note 9 pebble grey 4gb ram 64gb storage 48mp quad camera full hd display,B086977TR6, hi writing review post usage 7 days1 dsiplay perfect better samsung m21 similar price range display full hd whereas counter parts offering that2 camera scores counter parts whereas much variations available selfie fantastic price3 specifications less similar mi note 8 except processor helios g85 one whereas qualcomm note 8 ie 6254 note 8 4k video capture option latest note 95 battery stays long promised gamer battery lasts day half6 p2i protection towards splash note 87 conclude shall recommend phone brands available good pricethanks reading god bless enjoy,5
320,redmi note 9 pebble grey 4gb ram 64gb storage 48mp quad camera full hd display,B086977TR6, ultra wide shots,4
321,redmi note 9 pebble grey 4gb ram 64gb storage 48mp quad camera full hd display,B086977TR6, good phonemi mobile ok battery excellentprocessor fastcamera upto markthis 48 megapixel camerareally good camera 48 mp selfie also upto markdisplay quality good colour punchy 1080 psound quality nice note dolby atmos,4
322,redmi note 9 pebble grey 4gb ram 64gb storage 48mp quad camera full hd display,B086977TR6, nice color working fine hang lag front camera awesome sound loud clearnetwork connectivity also strong go budget 12000 add 2000 go redmi note 9 procharger working 20 min charging order replacement thanks amazon replacement,5
